ID,Time Stamp,Region,Latitude,Longitude,Risk-Level
0,04-23-2020,Acton,34.4807415,-118.1868379,-1
1,04-23-2020,Altadena,34.1863161,-118.13523290000002,1
2,04-23-2020,Arcadia,34.136207500000005,-118.0401497,0
3,04-23-2020,Arleta,34.2413266,-118.4322047,2
4,04-23-2020,Azusa,34.1338751,-117.9056046,1
5,04-23-2020,Baldwin Hills,34.01098870000001,-118.3370709,1
6,04-23-2020,Bassett,34.049732299999995,-117.9967323,-1
7,04-23-2020,Beverlywood,34.0466335,-118.395038,0
8,04-23-2020,Boyle Heights,34.0436892,-118.20976840000002,2
9,04-23-2020,Brentwood,34.0521403,-118.4740699,1
10,04-23-2020,Canoga Park,34.2010776,-118.5978259,3
11,04-23-2020,Canyon Country,34.42332929999999,-118.4720281,1
12,04-23-2020,Carson,33.832204299999994,-118.2517547,1
13,04-23-2020,Castaic,34.488882200000006,-118.6228656,1
14,04-23-2020,Central,34.0536909,-118.2427666,-1
15,04-23-2020,Century City,34.0574263,-118.4147267,1
16,04-23-2020,Cerritos,33.8644291,-118.0539323,-1
17,04-23-2020,Chatsworth,34.2595715,-118.6023247,2
18,04-23-2020,Claremont,34.0966764,-117.7197785,0
19,04-23-2020,Cloverdale/Cochran,34.062323,-118.346155,-1
20,04-23-2020,Compton,33.894927,-118.226624,-1
21,04-23-2020,Covina,34.1024,-117.854865,-1
22,04-23-2020,Crestview,34.0621851,-118.4250119,1
23,04-23-2020,Culver City,34.0211224,-118.3964665,1
24,04-23-2020,Del Rey,33.9896527,-118.4243437,0
25,04-23-2020,Diamond Bar,34.02862260000001,-117.8103367,0
26,04-23-2020,Downey,33.942215000000004,-118.1235646,1
27,04-23-2020,Downtown,34.0428494,-118.2476732,-1
28,04-23-2020,Duarte,34.1394513,-117.9772873,1
29,04-23-2020,Eagle Rock,34.1366877,-118.2076796,1
30,04-23-2020,East Hollywood,34.0904277,-118.2966254,2
31,04-23-2020,East Los Angeles,34.0239015,-118.17201570000002,3
32,04-23-2020,Echo Park,34.0779819,-118.2567824,1
33,04-23-2020,El Monte,34.0751571,-118.036849,-1
34,04-23-2020,El Segundo,33.917028,-118.4156337,1
35,04-23-2020,El Sereno,34.0811213,-118.1778495,-1
36,04-23-2020,Encino,34.1591324,-118.5016166,0
37,04-23-2020,Exposition Park,34.013653999999995,-118.2872106,2
38,04-23-2020,Gardena,33.8963593,-118.3053037,1
39,04-23-2020,Glassell Park,34.1161201,-118.2289627,2
40,04-23-2020,Glendale,34.146941600000005,-118.2478471,2
41,04-23-2020,Glendora,34.136118700000004,-117.865339,0
42,04-23-2020,Granada Hills,34.26615579999999,-118.5174342,1
43,04-23-2020,Hacienda Heights,33.993067700000005,-117.9686755,1
44,04-23-2020,Hancock Park,34.0677881,-118.3325765,1
45,04-23-2020,Harbor City,33.79110120000001,-118.3012604,1
46,04-23-2020,Harbor Gateway,33.8542249,-118.2992198,0
47,04-23-2020,Harvard Heights,34.047110499999995,-118.3054828,2
48,04-23-2020,Harvard Park,33.9839471,-118.3046228,-1
49,04-23-2020,Hawthorne,33.9188589,-118.3483256,0
50,04-23-2020,Highland Park,34.1099469,-118.1969828,2
51,04-23-2020,Hollywood,34.0980031,-118.3295232,1
52,04-23-2020,Hollywood Hills,34.1311792,-118.3355474,1
53,04-23-2020,Huntington Park,33.982704299999995,-118.21203429999998,-1
54,04-23-2020,Hyde Park,33.9805691,-118.3306308,2
55,04-23-2020,Inglewood,33.9562003,-118.353132,2
56,04-23-2020,Koreatown,34.05801339999999,-118.3008095,-1
57,04-23-2020,La Canada Flintridge,34.1998302,-118.2005236,0
58,04-23-2020,La Mirada,33.906097100000004,-118.0107092,1
59,04-23-2020,La Puente,34.01979,-117.95036770000002,1
60,04-23-2020,La Verne,34.10084260000001,-117.7678355,1
61,04-23-2020,Lake Balboa,34.1811656,-118.495236,1
62,04-23-2020,Lake Los Angeles,34.6127395,-117.8403955,-1
63,04-23-2020,Lakewood,33.8503463,-118.1171914,0
64,04-23-2020,Lancaster,34.6981064,-118.1366153,2
65,04-23-2020,Lawndale,33.8885217,-118.3531991,1
66,04-23-2020,Leimert Park,34.007702,-118.3320627,1
67,04-23-2020,Lincoln Heights,34.081248200000005,-118.2034419,2
68,04-23-2020,Lomita,33.8036545,-118.3195014,1
69,04-23-2020,Los Feliz,34.1100408,-118.2889236,1
70,04-23-2020,Lynwood,33.924831,-118.2024154,0
71,04-23-2020,Manhattan Beach,33.8915985,-118.3951241,1
72,04-23-2020,Mar Vista,34.0037605,-118.4391641,1
73,04-23-2020,Maywood,33.9866807,-118.185349,1
74,04-23-2020,Melrose,34.0536909,-118.2427666,3
75,04-23-2020,Miracle Mile,34.008544,-118.133415,0
76,04-23-2020,Monrovia,34.1483499,-118.0014517,0
77,04-23-2020,Montebello,34.0159398,-118.111975,2
78,04-23-2020,Monterey Park,34.051522,-118.129807,1
79,04-23-2020,Mt. Washington,34.0988396,-118.2211069,-1
80,04-23-2020,North Hills,34.2429575,-118.4854081,2
81,04-23-2020,North Hollywood,34.1729044,-118.3740371,2
82,04-23-2020,Northridge,34.2345615,-118.5369316,2
83,04-23-2020,Norwalk,33.909280200000005,-118.0849169,1
84,04-23-2020,Pacoima,34.262502500000004,-118.427027,3
85,04-23-2020,Palmdale,34.5793131,-118.1171108,0
86,04-23-2020,Palms,34.024732799999995,-118.4116152,3
87,04-23-2020,Panorama City,34.2242902,-118.4453745,3
88,04-23-2020,Paramount,33.898917,-118.171005,2
89,04-23-2020,Park La Brea,34.067401600000004,-118.3552363,-1
90,04-23-2020,Pico Rivera,33.9830688,-118.096735,2
91,04-23-2020,Playa Vista,33.9759574,-118.4181815,1
92,04-23-2020,Pomona,34.05538129999999,-117.7517496,0
93,04-23-2020,Porter Ranch,34.2818164,-118.5612714,1
94,04-23-2020,Rancho Palos Verdes,33.7483311,-118.3707683,1
95,04-23-2020,Redondo Beach,33.8455911,-118.38867659999998,1
96,04-23-2020,Reseda,34.200078399999995,-118.5369884,2
97,04-23-2020,Rosemead,34.0676169,-118.0879763,-1
98,04-23-2020,Rowland Heights,33.9761238,-117.9053395,-1
99,04-23-2020,San Dimas,34.1066756,-117.8067257,1
100,04-23-2020,San Fernando,34.28497,-118.437652,2
101,04-23-2020,San Gabriel,34.0991325,-118.1086041,1
102,04-23-2020,San Pedro,33.7358518,-118.2922934,3
103,04-23-2020,Santa Clarita,34.3916641,-118.542586,1
104,04-23-2020,Santa Monica,34.0194704,-118.4912273,1
105,04-23-2020,Sherman Oaks,34.1508718,-118.4489865,1
106,04-23-2020,Silverlake,34.092941,-118.2697155,1
107,04-23-2020,South El Monte,34.0519548,-118.04673390000002,0
108,04-23-2020,South Gate,33.9463456,-118.200981,2
109,04-23-2020,South Park,33.9959381,-118.2697608,2
110,04-23-2020,South Pasadena,34.113306200000004,-118.1478291,-1
111,04-23-2020,South Whittier,33.9435081,-118.0347827,1
112,04-23-2020,Stevenson Ranch,34.3864721,-118.5826635,0
113,04-23-2020,Studio City,34.148398900000004,-118.3961877,1
114,04-23-2020,Sun Valley,34.2175042,-118.3703576,3
115,04-23-2020,Sunland,34.266946600000004,-118.3023,2
116,04-23-2020,Sylmar,34.307625200000004,-118.4492148,2
117,04-23-2020,Tarzana,34.1714436,-118.5429789,1
118,04-23-2020,Temple City,34.1082994,-118.0577568,-1
119,04-23-2020,Torrance,33.83584920000001,-118.3406288,1
120,04-23-2020,Tujunga,34.252225,-118.2884105,2
121,04-23-2020,University Park,34.027449,-118.2839493,2
122,04-23-2020,Valinda,34.0384785,-117.933559,1
123,04-23-2020,Valley Glen,34.1826379,-118.4138666,1
124,04-23-2020,Van Nuys,34.1866193,-118.4486669,3
125,04-23-2020,Venice,33.995044,-118.4668875,1
126,04-23-2020,Vermont Knolls,33.9668188,-118.29167,1
127,04-23-2020,Vermont Vista,33.9419475,-118.2858138,2
128,04-23-2020,Vernon Central,34.007135,-118.22525,3
129,04-23-2020,Walnut,34.0202894,-117.8653386,0
130,04-23-2020,Watts,33.9405674,-118.2428485,2
131,04-23-2020,West Adams,34.0294356,-118.3524833,2
132,04-23-2020,West Covina,34.0686208,-117.93895259999998,1
133,04-23-2020,West Hills,34.2032325,-118.645476,0
134,04-23-2020,West Hollywood,34.0923014,-118.3692894,1
135,04-23-2020,West Vernon,34.007135,-118.22525,2
136,04-23-2020,Westchester,33.9597349,-118.4006322,1
137,04-23-2020,Westlake,34.0629226,-118.2728204,3
138,04-23-2020,Westwood,34.05612070000001,-118.4306347,1
139,04-23-2020,Whittier,33.9708782,-118.0308396,0
140,04-23-2020,Willowbrook,33.918786299999994,-118.2343933,1
141,04-23-2020,Wilmington,33.7800164,-118.2625095,-1
142,04-23-2020,Wilshire Center,34.0615146,-118.4327712,2
143,04-23-2020,Winnetka,34.2058826,-118.570934,2
144,04-23-2020,Woodland Hills,34.1684364,-118.6058382,1
